month,partner,exports,,raw,check (col. c - col. e)
2000M01,IDN,186.32,,186.32,0
2000M02,IDN,188.6,,188.6,0
2000M03,IDN,222.76,,222.76,0
2000M04,IDN,208.67,,208.67,0
2000M05,IDN,227.92,,227.92,0
2000M06,IDN,244.36,,244.36,0
2000M07,IDN,246.11,,246.11,0
2000M08,IDN,266.87,,266.87,0
2000M09,IDN,253.54,,253.54,0
2000M10,IDN,257.03,,257.03,0
2000M11,IDN,238.66,,238.66,0
2000M12,IDN,226.86,,226.86,0
2001M01,IDN,217.87,,217.87,0
2001M02,IDN,186.5,,186.5,0
2001M03,IDN,194.18,,194.18,0
2001M04,IDN,167.87,,167.87,0
2001M05,IDN,182.39,,182.39,0
2001M06,IDN,177.25,,177.25,0
2001M07,IDN,188.41,,188.41,0
2001M08,IDN,192.24,,192.24,0
2001M09,IDN,166.62,,166.62,0
2001M10,IDN,187.87,,187.87,0
2001M11,IDN,175.13,,175.13,0
2001M12,IDN,164.34,,164.34,0
2002M01,IDN,178.23,,178.23,0
2002M02,IDN,175.93,,175.93,0
2002M03,IDN,200.58,,200.58,0
2002M04,IDN,216.12,,216.12,0
2002M05,IDN,231.32,,231.32,0
2002M06,IDN,225.96,,225.96,0
2002M07,IDN,273.37,,273.37,0
2002M08,IDN,274.33,,274.33,0
2002M09,IDN,270.25,,270.25,0
2002M10,IDN,288.94,,288.94,0
2002M11,IDN,282.89,,282.89,0
2002M12,IDN,285.02,,285.02,0
2003M01,IDN,299.64,,299.64,0
2003M02,IDN,289.41,,289.41,0
2003M03,IDN,309.01,,309.01,0
2003M04,IDN,326.91,,326.91,0
2003M05,IDN,313.73,,313.73,0
2003M06,IDN,302.83,,302.83,0
2003M07,IDN,331.31,,331.31,0
2003M08,IDN,314.24,,314.24,0
2003M09,IDN,330.84,,330.84,0
2003M10,IDN,356.97,,356.97,0
2003M11,IDN,308.5,,308.5,0
2003M12,IDN,319.14,,319.14,0
2004M01,IDN,328.26,,328.26,0
2004M02,IDN,308.89,,308.89,0
2004M03,IDN,363.1,,363.1,0
2004M04,IDN,337.24,,337.24,0
2004M05,IDN,323.24,,323.24,0
2004M06,IDN,380.02,,380.02,0
2004M07,IDN,405.79,,405.79,0
2004M08,IDN,406.03,,406.03,0
2004M09,IDN,427.64,,427.64,0
2004M10,IDN,437,,437,0
2004M11,IDN,455.24,,455.24,0
2004M12,IDN,432.28,,432.28,0
2005M01,IDN,466.98,,466.98,0
2005M02,IDN,459.14,,459.14,0
2005M03,IDN,543.63,,543.63,0
2005M04,IDN,542.81,,542.81,0
2005M05,IDN,544.5,,544.5,0
2005M06,IDN,538.92,,538.92,0
2005M07,IDN,554.41,,554.41,0
2005M08,IDN,622.68,,622.68,0
2005M09,IDN,622.14,,622.14,0
2005M10,IDN,608.06,,608.06,0
2005M11,IDN,583.31,,583.31,0
2005M12,IDN,575.77,,575.77,0
2006M01,IDN,637.57,,637.57,0
2006M02,IDN,628.11,,628.11,0
2006M03,IDN,624.01,,624.01,0
2006M04,IDN,659.95,,659.95,0
2006M05,IDN,678.33,,678.33,0
2006M06,IDN,710.34,,710.34,0
2006M07,IDN,730.26,,730.26,0
2006M08,IDN,735.65,,735.65,0
2006M09,IDN,747.14,,747.14,0
2006M10,IDN,680.18,,680.18,0
2006M11,IDN,709.23,,709.23,0
2006M12,IDN,802.81,,802.81,0
2007M01,IDN,702.77,,702.77,0
2007M02,IDN,696.59,,696.59,0
2007M03,IDN,774.67,,774.67,0
2007M04,IDN,763.93,,763.93,0
2007M05,IDN,820.92,,820.92,0
2007M06,IDN,817.14,,817.14,0
2007M07,IDN,832.33,,832.33,0
2007M08,IDN,826.54,,826.54,0
2007M09,IDN,810.51,,810.51,0
2007M10,IDN,852.22,,852.22,0
2007M11,IDN,849.04,,849.04,0
2007M12,IDN,928.85,,928.85,0
2008M01,IDN,931.23,,931.23,0
2008M02,IDN,880.32,,880.32,0
2008M03,IDN,974.26,,974.26,0
2008M04,IDN,917.28,,917.28,0
2008M05,IDN,1062.4,,"1,062.40",0
2008M06,IDN,1063.02,,"1,063.02",0
2008M07,IDN,1050.98,,"1,050.98",0
2008M08,IDN,1042.6,,"1,042.60",0
2008M09,IDN,1097.48,,"1,097.48",0
2008M10,IDN,982.25,,982.25,0
2008M11,IDN,842.88,,842.88,0
2008M12,IDN,791.8,,791.8,0
2009M01,IDN,681.96,,681.96,0
2009M02,IDN,734.47,,734.47,0
2009M03,IDN,845.34,,845.34,0
2009M04,IDN,808.48,,808.48,0
2009M05,IDN,931.34,,931.34,0
2009M06,IDN,989.83,,989.83,0
2009M07,IDN,1004.57,,"1,004.57",0
2009M08,IDN,1066.6,,"1,066.60",0
2009M09,IDN,988.91,,988.91,0
2009M10,IDN,1153.49,,"1,153.49",0
2009M11,IDN,1020.97,,"1,020.97",0
2009M12,IDN,1273.37,,"1,273.37",0
2010M01,IDN,1076.67,,"1,076.67",0
2010M02,IDN,1069.14,,"1,069.14",0
2010M03,IDN,1185.49,,"1,185.49",0
2010M04,IDN,1092.08,,"1,092.08",0
2010M05,IDN,1131.83,,"1,131.83",0
2010M06,IDN,1111.61,,"1,111.61",0
2010M07,IDN,1070.2,,"1,070.20",0
2010M08,IDN,1299.92,,"1,299.92",0
2010M09,IDN,1175.48,,"1,175.48",0
2010M10,IDN,1420.13,,"1,420.13",0
2010M11,IDN,1995.97,,"1,995.97",0
2010M12,IDN,2064.1,,"2,064.10",0
2011M01,IDN,1293.14,,"1,293.14",0
2011M02,IDN,1338.66,,"1,338.66",0
2011M03,IDN,1365.75,,"1,365.75",0
2011M04,IDN,1679.64,,"1,679.64",0
2011M05,IDN,1906.87,,"1,906.87",0
2011M06,IDN,2046.74,,"2,046.74",0
2011M07,IDN,2047.82,,"2,047.82",0
2011M08,IDN,2017.52,,"2,017.52",0
2011M09,IDN,2122.04,,"2,122.04",0
2011M10,IDN,2393.36,,"2,393.36",0
2011M11,IDN,2430.22,,"2,430.22",0
2011M12,IDN,2299.25,,"2,299.25",0
2012M01,IDN,1397.7,,"1,397.70",0
2012M02,IDN,1622.65,,"1,622.65",0
2012M03,IDN,2133.47,,"2,133.47",0
2012M04,IDN,2098.04,,"2,098.04",0
2012M05,IDN,1883.13,,"1,883.13",0
2012M06,IDN,1660.38,,"1,660.38",0
2012M07,IDN,1622.92,,"1,622.92",0
2012M08,IDN,1355.94,,"1,355.94",0
2012M09,IDN,1715.03,,"1,715.03",0
2012M10,IDN,1932.86,,"1,932.86",0
2012M11,IDN,2170.07,,"2,170.07",0
2012M12,IDN,2067.31,,"2,067.31",0
2013M01,IDN,1634.88,,"1,634.88",0
2013M02,IDN,1893.69,,"1,893.69",0
2013M03,IDN,1855.25,,"1,855.25",0
2013M04,IDN,1827.08,,"1,827.08",0
2013M05,IDN,1941.79,,"1,941.79",0
2013M06,IDN,1624.23,,"1,624.23",0
2013M07,IDN,1790.48,,"1,790.48",0
2013M08,IDN,1593.39,,"1,593.39",0
2013M09,IDN,1722.57,,"1,722.57",0
2013M10,IDN,1885.95,,"1,885.95",0
2013M11,IDN,2296.41,,"2,296.41",0
2013M12,IDN,2535.75,,"2,535.75",0
2014M01,IDN,1874.55,,"1,874.55",0
2014M02,IDN,1700.37,,"1,700.37",0
2014M03,IDN,1570.31,,"1,570.31",0
2014M04,IDN,1315.97,,"1,315.97",0
2014M05,IDN,1492.71,,"1,492.71",0
2014M06,IDN,1376.33,,"1,376.33",0
2014M07,IDN,1301.35,,"1,301.35",0
2014M08,IDN,1229.69,,"1,229.69",0
2014M09,IDN,1379.18,,"1,379.18",0
2014M10,IDN,1399.42,,"1,399.42",0
2014M11,IDN,1462.19,,"1,462.19",0
2014M12,IDN,1504.15,,"1,504.15",0
2015M01,IDN,1252.98,,"1,252.98",0
2015M02,IDN,1150.15,,"1,150.15",0
2015M03,IDN,1262.94,,"1,262.94",0
2015M04,IDN,1255.38,,"1,255.38",0
2015M05,IDN,1273.33,,"1,273.33",0
2015M06,IDN,1332.4,,"1,332.40",0
2015M07,IDN,1190.51,,"1,190.51",0
2015M08,IDN,1284.08,,"1,284.08",0
2015M09,IDN,1155.85,,"1,155.85",0
2015M10,IDN,1287.72,,"1,287.72",0
2015M11,IDN,1214.52,,"1,214.52",0
2015M12,IDN,1384.79,,"1,384.79",0
2016M01,IDN,1036.45,,"1,036.45",0
2016M02,IDN,1111.81,,"1,111.81",0
2016M03,IDN,1201.45,,"1,201.45",0
2016M04,IDN,1166.84,,"1,166.84",0
2016M05,IDN,1087.58,,"1,087.58",0
2016M06,IDN,1389.02,,"1,389.02",0
2016M07,IDN,1097.46,,"1,097.46",0
2016M08,IDN,1460.8,,"1,460.80",0
2016M09,IDN,1454.29,,"1,454.29",0
2016M10,IDN,1827.25,,"1,827.25",0
2016M11,IDN,1922.26,,"1,922.26",0
2016M12,IDN,2035.59,,"2,035.59",0
2017M01,IDN,1701.77,,"1,701.77",0
2017M02,IDN,1456.89,,"1,456.89",0
2017M03,IDN,2013.53,,"2,013.53",0
2017M04,IDN,1627.64,,"1,627.64",0
2017M05,IDN,1573.84,,"1,573.84",0
2017M06,IDN,1512.92,,"1,512.92",0
2017M07,IDN,1736.67,,"1,736.67",0
2017M08,IDN,2053.88,,"2,053.88",0
2017M09,IDN,2062.46,,"2,062.46",0
2017M10,IDN,2578.17,,"2,578.17",0
2017M11,IDN,2352.1,,"2,352.10",0
2017M12,IDN,2379.42,,"2,379.42",0
2018M01,IDN,2112.68,,"2,112.68",0
2018M02,IDN,2165.8,,"2,165.80",0
2018M03,IDN,2501.84,,"2,501.84",0
2018M04,IDN,2039.77,,"2,039.77",0
2018M05,IDN,2306.23,,"2,306.23",0
2018M06,IDN,2222.43,,"2,222.43",0
2018M07,IDN,2458.43,,"2,458.43",0
2018M08,IDN,2275.28,,"2,275.28",0
2018M09,IDN,2033.42,,"2,033.42",0
2018M10,IDN,2498.03,,"2,498.03",0
2018M11,IDN,2389.14,,"2,389.14",0
2018M12,IDN,2118.29,,"2,118.29",0
2019M01,IDN,1911.82,,"1,911.82",0
2019M02,IDN,1657.08,,"1,657.08",0
2019M03,IDN,2185.02,,"2,185.02",0
2019M04,IDN,2161.88,,"2,161.88",0
2019M05,IDN,2430.68,,"2,430.68",0
2019M06,IDN,1924.7,,"1,924.70",0
2019M07,IDN,2518.12,,"2,518.12",0
2019M08,IDN,2451.36,,"2,451.36",0
2019M09,IDN,2572.38,,"2,572.38",0
2019M10,IDN,2904.87,,"2,904.87",0
2019M11,IDN,2651.79,,"2,651.79",0
2019M12,IDN,2549.01,,"2,549.01",0
2000M01,MYS,182.32,,182.32,0
2000M02,MYS,203.96,,203.96,0
2000M03,MYS,209.65,,209.65,0
2000M04,MYS,201.38,,201.38,0
2000M05,MYS,220.81,,220.81,0
2000M06,MYS,266.51,,266.51,0
2000M07,MYS,281.05,,281.05,0
2000M08,MYS,280.48,,280.48,0
2000M09,MYS,290.64,,290.64,0
2000M10,MYS,321.26,,321.26,0
2000M11,MYS,251.45,,251.45,0
2000M12,MYS,318.66,,318.66,0
2001M01,MYS,266.5,,266.5,0
2001M02,MYS,315.9,,315.9,0
2001M03,MYS,301.78,,301.78,0
2001M04,MYS,289.79,,289.79,0
2001M05,MYS,271.66,,271.66,0
2001M06,MYS,265.73,,265.73,0
2001M07,MYS,289.09,,289.09,0
2001M08,MYS,342.87,,342.87,0
2001M09,MYS,375.26,,375.26,0
2001M10,MYS,341.81,,341.81,0
2001M11,MYS,345.97,,345.97,0
2001M12,MYS,414.62,,414.62,0
2002M01,MYS,342.98,,342.98,0
2002M02,MYS,316.86,,316.86,0
2002M03,MYS,442.98,,442.98,0
2002M04,MYS,414.12,,414.12,0
2002M05,MYS,387.49,,387.49,0
2002M06,MYS,426.01,,426.01,0
2002M07,MYS,516.17,,516.17,0
2002M08,MYS,477.77,,477.77,0
2002M09,MYS,454.78,,454.78,0
2002M10,MYS,473.02,,473.02,0
2002M11,MYS,489.62,,489.62,0
2002M12,MYS,511.66,,511.66,0
2003M01,MYS,440.31,,440.31,0
2003M02,MYS,409.72,,409.72,0
2003M03,MYS,553.14,,553.14,0
2003M04,MYS,521.42,,521.42,0
2003M05,MYS,587.51,,587.51,0
2003M06,MYS,520.5,,520.5,0
2003M07,MYS,556.45,,556.45,0
2003M08,MYS,659.88,,659.88,0
2003M09,MYS,553.54,,553.54,0
2003M10,MYS,622.26,,622.26,0
2003M11,MYS,644.14,,644.14,0
2003M12,MYS,741.17,,741.17,0
2004M01,MYS,592.4,,592.4,0
2004M02,MYS,569.65,,569.65,0
2004M03,MYS,731.28,,731.28,0
2004M04,MYS,724.62,,724.62,0
2004M05,MYS,706.34,,706.34,0
2004M06,MYS,690.31,,690.31,0
2004M07,MYS,676.25,,676.25,0
2004M08,MYS,749.82,,749.82,0
2004M09,MYS,834.23,,834.23,0
2004M10,MYS,724.86,,724.86,0
2004M11,MYS,733.9,,733.9,0
2004M12,MYS,726.47,,726.47,0
2005M01,MYS,629.74,,629.74,0
2005M02,MYS,663.19,,663.19,0
2005M03,MYS,804.31,,804.31,0
2005M04,MYS,718.43,,718.43,0
2005M05,MYS,694.88,,694.88,0
2005M06,MYS,759.23,,759.23,0
2005M07,MYS,645.18,,645.18,0
2005M08,MYS,747.36,,747.36,0
2005M09,MYS,866.46,,866.46,0
2005M10,MYS,915.39,,915.39,0
2005M11,MYS,816.44,,816.44,0
2005M12,MYS,1042.48,,"1,042.48",0
2006M01,MYS,678.09,,678.09,0
2006M02,MYS,738.16,,738.16,0
2006M03,MYS,816.77,,816.77,0
2006M04,MYS,861.88,,861.88,0
2006M05,MYS,863.63,,863.63,0
2006M06,MYS,996.52,,996.52,0
2006M07,MYS,1093.8,,"1,093.80",0
2006M08,MYS,1194.11,,"1,194.11",0
2006M09,MYS,1167.32,,"1,167.32",0
2006M10,MYS,980.97,,980.97,0
2006M11,MYS,1097.43,,"1,097.43",0
2006M12,MYS,1157.42,,"1,157.42",0
2007M01,MYS,1193.4,,"1,193.40",0
2007M02,MYS,862.39,,862.39,0
2007M03,MYS,1143.96,,"1,143.96",0
2007M04,MYS,1043.77,,"1,043.77",0
2007M05,MYS,1186.21,,"1,186.21",0
2007M06,MYS,1188.1,,"1,188.10",0
2007M07,MYS,1196.77,,"1,196.77",0
2007M08,MYS,1524.96,,"1,524.96",0
2007M09,MYS,1485.03,,"1,485.03",0
2007M10,MYS,1556.81,,"1,556.81",0
2007M11,MYS,1499.97,,"1,499.97",0
2007M12,MYS,1570.39,,"1,570.39",0
2008M01,MYS,1371.54,,"1,371.54",0
2008M02,MYS,1190.73,,"1,190.73",0
2008M03,MYS,1340.85,,"1,340.85",0
2008M04,MYS,1782.53,,"1,782.53",0
2008M05,MYS,2127.13,,"2,127.13",0
2008M06,MYS,1752.52,,"1,752.52",0
2008M07,MYS,2198.97,,"2,198.97",0
2008M08,MYS,1952.24,,"1,952.24",0
2008M09,MYS,1775.03,,"1,775.03",0
2008M10,MYS,1381.54,,"1,381.54",0
2008M11,MYS,1141.21,,"1,141.21",0
2008M12,MYS,1034.65,,"1,034.65",0
2009M01,MYS,837.25,,837.25,0
2009M02,MYS,1129.95,,"1,129.95",0
2009M03,MYS,1437.04,,"1,437.04",0
2009M04,MYS,1419.72,,"1,419.72",0
2009M05,MYS,1409.36,,"1,409.36",0
2009M06,MYS,1487.7,,"1,487.70",0
2009M07,MYS,1680.61,,"1,680.61",0
2009M08,MYS,1870.2,,"1,870.20",0
2009M09,MYS,1925.11,,"1,925.11",0
2009M10,MYS,1998,,"1,998.00",0
2009M11,MYS,1856.69,,"1,856.69",0
2009M12,MYS,2151.3,,"2,151.30",0
2010M01,MYS,2102.57,,"2,102.57",0
2010M02,MYS,1634.7,,"1,634.70",0
2010M03,MYS,2395.14,,"2,395.14",0
2010M04,MYS,2024.74,,"2,024.74",0
2010M05,MYS,1953.96,,"1,953.96",0
2010M06,MYS,2022.95,,"2,022.95",0
2010M07,MYS,2071.37,,"2,071.37",0
2010M08,MYS,2128.46,,"2,128.46",0
2010M09,MYS,2054.98,,"2,054.98",0
2010M10,MYS,2038.93,,"2,038.93",0
2010M11,MYS,2278.63,,"2,278.63",0
2010M12,MYS,2205.63,,"2,205.63",0
2011M01,MYS,2221.32,,"2,221.32",0
2011M02,MYS,1979.34,,"1,979.34",0
2011M03,MYS,2845.95,,"2,845.95",0
2011M04,MYS,2337.99,,"2,337.99",0
2011M05,MYS,2351.63,,"2,351.63",0
2011M06,MYS,2447.44,,"2,447.44",0
2011M07,MYS,2714.91,,"2,714.91",0
2011M08,MYS,2819.79,,"2,819.79",0
2011M09,MYS,2789.52,,"2,789.52",0
2011M10,MYS,2698.74,,"2,698.74",0
2011M11,MYS,2325.66,,"2,325.66",0
2011M12,MYS,2421.16,,"2,421.16",0
2012M01,MYS,1926.86,,"1,926.86",0
2012M02,MYS,2336.12,,"2,336.12",0
2012M03,MYS,2523.14,,"2,523.14",0
2012M04,MYS,2651.26,,"2,651.26",0
2012M05,MYS,2296.36,,"2,296.36",0
2012M06,MYS,2612.32,,"2,612.32",0
2012M07,MYS,2220.33,,"2,220.33",0
2012M08,MYS,2412.28,,"2,412.28",0
2012M09,MYS,2494.33,,"2,494.33",0
2012M10,MYS,2348.88,,"2,348.88",0
2012M11,MYS,2490.98,,"2,490.98",0
2012M12,MYS,2468.77,,"2,468.77",0
2013M01,MYS,2136.5,,"2,136.50",0
2013M02,MYS,1923.32,,"1,923.32",0
2013M03,MYS,2551.96,,"2,551.96",0
2013M04,MYS,2304.3,,"2,304.30",0
2013M05,MYS,2538.54,,"2,538.54",0
2013M06,MYS,2096.82,,"2,096.82",0
2013M07,MYS,2586.27,,"2,586.27",0
2013M08,MYS,2782.07,,"2,782.07",0
2013M09,MYS,2690.58,,"2,690.58",0
2013M10,MYS,2797.88,,"2,797.88",0
2013M11,MYS,3121.81,,"3,121.81",0
2013M12,MYS,3181.12,,"3,181.12",0
2014M01,MYS,2527.08,,"2,527.08",0
2014M02,MYS,2225.18,,"2,225.18",0
2014M03,MYS,2374.19,,"2,374.19",0
2014M04,MYS,2441.15,,"2,441.15",0
2014M05,MYS,2363.93,,"2,363.93",0
2014M06,MYS,2009.61,,"2,009.61",0
2014M07,MYS,2221.41,,"2,221.41",0
2014M08,MYS,2243.02,,"2,243.02",0
2014M09,MYS,2487.35,,"2,487.35",0
2014M10,MYS,2232.21,,"2,232.21",0
2014M11,MYS,2547.5,,"2,547.50",0
2014M12,MYS,2531.17,,"2,531.17",0
2015M01,MYS,1799.02,,"1,799.02",0
2015M02,MYS,1609.28,,"1,609.28",0
2015M03,MYS,2256.01,,"2,256.01",0
2015M04,MYS,2227.96,,"2,227.96",0
2015M05,MYS,2242.95,,"2,242.95",0
2015M06,MYS,2584.32,,"2,584.32",0
2015M07,MYS,2467.02,,"2,467.02",0
2015M08,MYS,2322.83,,"2,322.83",0
2015M09,MYS,2103.26,,"2,103.26",0
2015M10,MYS,2159.11,,"2,159.11",0
2015M11,MYS,2261.03,,"2,261.03",0
2015M12,MYS,1954.18,,"1,954.18",0
2016M01,MYS,1497.35,,"1,497.35",0
2016M02,MYS,1549.44,,"1,549.44",0
2016M03,MYS,1915.87,,"1,915.87",0
2016M04,MYS,1728.07,,"1,728.07",0
2016M05,MYS,1750.39,,"1,750.39",0
2016M06,MYS,1881.81,,"1,881.81",0
2016M07,MYS,1812.12,,"1,812.12",0
2016M08,MYS,2313.46,,"2,313.46",0
2016M09,MYS,2182.44,,"2,182.44",0
2016M10,MYS,2275.21,,"2,275.21",0
2016M11,MYS,2521.6,,"2,521.60",0
2016M12,MYS,2291.91,,"2,291.91",0
2017M01,MYS,1921.13,,"1,921.13",0
2017M02,MYS,2152.95,,"2,152.95",0
2017M03,MYS,2468.55,,"2,468.55",0
2017M04,MYS,2306.23,,"2,306.23",0
2017M05,MYS,2488.32,,"2,488.32",0
2017M06,MYS,2289.04,,"2,289.04",0
2017M07,MYS,2186.89,,"2,186.89",0
